Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,split,full_review,sentiment,clean_review,tokens,processed_review,raw_word_count,processed_word_count,char_count
4141,percocet,8,Highly Effective,Mild Side Effects,menstrual migraines,decreased ER visits due to control of the migraine at onset.  Lower stress level with the migraine due to medications quick action.,"I did have some nausea if I took more than one tablet at a time, but I usually fell asleep after taking one then woke up with out my migraine so it was well worth it.","I had been having menstrual migraines for some time and would always end up in the er when ibuprofen and acetaminophen didn't work (i had tried other migraine meds that didn't work either) So my Dr. prescribed percocet, I usually end up taking it once every 3-4 months.",train,"decreased ER visits due to control of the migraine at onset. Lower stress level with the migraine due to medications quick action. I did have some nausea if I took more than one tablet at a time, but I usually fell asleep after taking one then woke up with out my migraine so it was well worth it. I had been having menstrual migraines for some time and would always end up in the er when ibuprofen and acetaminophen didn't work (i had tried other migraine meds that didn't work either) So my Dr. prescribed percocet, I usually end up taking it once every 3-4 months.",positive,decreased er visits due to control of the migraine at onset lower stress level with the migraine due to medications quick action i did have some nausea if i took more than one tablet at a time but i usually fell asleep after taking one then woke up with out my migraine so it was well worth it i had been having menstrual migraines for some time and would always end up in the er when ibuprofen and acetaminophen didn t work i had tried other migraine meds that didn t work either so my dr prescribed percocet i usually end up taking it once every months,decreased visit due control migraine onset lower stress level migraine due medication quick action nausea took one tablet time usually fell asleep taking one woke migraine well worth menstrual migraine time would always end ibuprofen acetaminophen work tried migraine med work either prescribed percocet usually end taking every month,decreased visit due control migraine onset lower stress level migraine due medication quick action nausea took one tablet time usually fell asleep taking one woke migraine well worth menstrual migraine time would always end ibuprofen acetaminophen work tried migraine med work either prescribed percocet usually end taking every month,106,49,567
3035,seroquel,1,Ineffective,Extremely Severe Side Effects,anxiety,None.,"Seroquel caused severe paranoia in larger doses, severe tiredness in lower (25 50 and 100mg)doses.  Paranoia was so severe, any simple noise caused erratic heart rate and rapid breathing. Drug also caused an inability to move, as if being restrained or weighed down in larger doses. After two years of not taking the drug, and only a week at the highest dosage, there are still problems with low lying feelings of paranoia. Ex; being afraid to go outside at night or be near a window at night or anywhere alone during the day when that was never a problem before the medication.","25mg once at bedtime to start first week, then 50, 75, 100, 150, then 200mg final dosage after weekly increase. Tiredness was suppose to subside in increased dosages, which really I feel it was so highly increased that it had a reverse affect and made it impossible to sleep or move or even hear a pin drop without thinking it was the front glass door being broken into.",train,"None. Seroquel caused severe paranoia in larger doses, severe tiredness in lower (25 50 and 100mg)doses. Paranoia was so severe, any simple noise caused erratic heart rate and rapid breathing. Drug also caused an inability to move, as if being restrained or weighed down in larger doses. After two years of not taking the drug, and only a week at the highest dosage, there are still problems with low lying feelings of paranoia. Ex; being afraid to go outside at night or be near a window at night or anywhere alone during the day when that was never a problem before the medication. 25mg once at bedtime to start first week, then 50, 75, 100, 150, then 200mg final dosage after weekly increase. Tiredness was suppose to subside in increased dosages, which really I feel it was so highly increased that it had a reverse affect and made it impossible to sleep or move or even hear a pin drop without thinking it was the front glass door being broken into.",negative,none seroquel caused severe paranoia in larger doses severe tiredness in lower and mg doses paranoia was so severe any simple noise caused erratic heart rate and rapid breathing drug also caused an inability to move as if being restrained or weighed down in larger doses after two years of not taking the drug and only a week at the highest dosage there are still problems with low lying feelings of paranoia ex being afraid to go outside at night or be near a window at night or anywhere alone during the day when that was never a problem before the medication mg once at bedtime to start first week then then mg final dosage after weekly increase tiredness was suppose to subside in increased dosages which really i feel it was so highly increased that it had a reverse affect and made it impossible to sleep or move or even hear a pin drop without thinking it was the front glass door being broken into,none seroquel caused severe paranoia larger dos severe tiredness lower dos paranoia severe simple noise caused erratic heart rate rapid breathing drug also caused inability move restrained weighed larger dos two year not taking drug week highest dosage still problem low lying feeling paranoia afraid outside night near window night anywhere alone day never problem medication bedtime start first week final dosage weekly increase tiredness suppose subside increased dosage really feel highly increased reverse affect made impossible sleep move even hear pin drop without thinking front glass door broken,none seroquel caused severe paranoia larger dos severe tiredness lower dos paranoia severe simple noise caused erratic heart rate rapid breathing drug also caused inability move restrained weighed larger dos two year not taking drug week highest dosage still problem low lying feeling paranoia afraid outside night near window night anywhere alone day never problem medication bedtime start first week final dosage weekly increase tiredness suppose subside increased dosage really feel highly increased reverse affect made impossible sleep move even hear pin drop without thinking front glass door broken,171,89,954
816,ambien,1,Ineffective,No Side Effects,insomnia,none,none,"i went to my doctor because i was getting only 4 hours of sleep a night for the past 6 days, so he gives me one pill, yes that's right just one 10mg pill. anyways i took it at 10pm and its now 4:30 in the morning and i still cant sleep which is why im here to review this. and i have to been into work by 6am aaaaarrrgh!",train,"none none i went to my doctor because i was getting only 4 hours of sleep a night for the past 6 days, so he gives me one pill, yes that's right just one 10mg pill. anyways i took it at 10pm and its now 4:30 in the morning and i still cant sleep which is why im here to review this. and i have to been into work by 6am aaaaarrrgh!",negative,none none i went to my doctor because i was getting only hours of sleep a night for the past days so he gives me one pill yes that s right just one mg pill anyways i took it at pm and its now in the morning and i still cant sleep which is why im here to review this and i have to been into work by am aaaaarrrgh,none none went doctor getting hour sleep night past day give one pill yes right one pill anyways took morning still cant sleep review work aaaaarrrgh,none none went doctor getting hour sleep night past day give one pill yes right one pill anyways took morning still cant sleep review work aaaaarrrgh,72,26,330
459,flagyl,1,Moderately Effective,Extremely Severe Side Effects,bacterial infectoin,"not worth the cost of the side effects.  Becasue I was so miserable, I discontinued the medication early and opted for a more conventional anti-biotic.","nausea, upset stomach, insomnia, and a general feeling sick.  I felt like I was going to throw up if I so much as drank water, I got very tired and week but could not sleep due to  constant dry heaving.","I was told to take it so I did. the more I took the more miserable I got, until I called my doctor and said, I can not take this.  I dont know if I am alergic or what but I cant and I wont take any more of it.  it still took almost two days for the side effects to go away.",train,"not worth the cost of the side effects. Becasue I was so miserable, I discontinued the medication early and opted for a more conventional anti-biotic. nausea, upset stomach, insomnia, and a general feeling sick. I felt like I was going to throw up if I so much as drank water, I got very tired and week but could not sleep due to constant dry heaving. I was told to take it so I did. the more I took the more miserable I got, until I called my doctor and said, I can not take this. I dont know if I am alergic or what but I cant and I wont take any more of it. it still took almost two days for the side effects to go away.",negative,not worth the cost of the side effects becasue i was so miserable i discontinued the medication early and opted for a more conventional anti biotic nausea upset stomach insomnia and a general feeling sick i felt like i was going to throw up if i so much as drank water i got very tired and week but could not sleep due to constant dry heaving i was told to take it so i did the more i took the more miserable i got until i called my doctor and said i can not take this i dont know if i am alergic or what but i cant and i wont take any more of it it still took almost two days for the side effects to go away,not worth cost side effect becasue miserable discontinued medication early opted conventional anti biotic nausea upset stomach insomnia general feeling sick felt like going throw much drank water got tired week could not sleep due constant dry heaving told take took miserable got called doctor said not take dont know alergic cant wont take still took almost two day side effect away,not worth cost side effect becasue miserable discontinued medication early opted conventional anti biotic nausea upset stomach insomnia general feeling sick felt like going throw much drank water got tired week could not sleep due constant dry heaving told take took miserable got called doctor said not take dont know alergic cant wont take still took almost two day side effect away,128,62,623
254,ultram,10,Highly Effective,Mild Side Effects,arthritis pain,I stayed loose and limber throughout the day.  Didn't end up limping at the end of the day or after a 30 min car ride.  It made me feel like I was in my 30's again instead of my 50's.  It enables me to do yoga moves which I could not do because of the pain.  It's changed my life.  None of the side effects that narcotic pain relievers give.  No tiredness or spaciness,"At first, it caused itching, but now I don't have that.  If I take it close to bedtime, I can't sleep.",two 50 mg tabs twice a day.  Usually at 0900 and 1700,train,"I stayed loose and limber throughout the day. Didn't end up limping at the end of the day or after a 30 min car ride. It made me feel like I was in my 30's again instead of my 50's. It enables me to do yoga moves which I could not do because of the pain. It's changed my life. None of the side effects that narcotic pain relievers give. No tiredness or spaciness At first, it caused itching, but now I don't have that. If I take it close to bedtime, I can't sleep. two 50 mg tabs twice a day. Usually at 0900 and 1700",positive,i stayed loose and limber throughout the day didn t end up limping at the end of the day or after a min car ride it made me feel like i was in my s again instead of my s it enables me to do yoga moves which i could not do because of the pain it s changed my life none of the side effects that narcotic pain relievers give no tiredness or spaciness at first it caused itching but now i don t have that if i take it close to bedtime i can t sleep two mg tabs twice a day usually at and,stayed loose limber throughout day end limping end day min car ride made feel like instead enables yoga move could not pain changed life none side effect narcotic pain reliever give tiredness spaciness first caused itching take close bedtime sleep two tab twice day usually,stayed loose limber throughout day end limping end day min car ride made feel like instead enables yoga move could not pain changed life none side effect narcotic pain reliever give tiredness spaciness first caused itching take close bedtime sleep two tab twice day usually,107,45,517
937,levaquin,1,Ineffective,Severe Side Effects,sinus infection,"none, the sinus condition remained after a short trial of the Levaquin.  I had to resort to a regular Z-pak.",Horrible nausea.. started almost immediately after taking the pills and would continue for a couple of hours.,"I battled a sinus infection with home remedies for two weeks. Finally gave up and went to the doc.  He said to try this Levaquin as it may help specifically with the sinus infection.  I took the first dosage, felt ill in ten minutes and stayed quite nauseous for two hours.  I did eat cottage cheese with it. Next dose I tried eating some biscuit, but that didn't help either.  Tried it with protein (meat( third dose, same results.  Gave up and went back to doctor, got a zpak.",train,"none, the sinus condition remained after a short trial of the Levaquin. I had to resort to a regular Z-pak. Horrible nausea.. started almost immediately after taking the pills and would continue for a couple of hours. I battled a sinus infection with home remedies for two weeks. Finally gave up and went to the doc. He said to try this Levaquin as it may help specifically with the sinus infection. I took the first dosage, felt ill in ten minutes and stayed quite nauseous for two hours. I did eat cottage cheese with it. Next dose I tried eating some biscuit, but that didn't help either. Tried it with protein (meat( third dose, same results. Gave up and went back to doctor, got a zpak.",negative,none the sinus condition remained after a short trial of the levaquin i had to resort to a regular z pak horrible nausea started almost immediately after taking the pills and would continue for a couple of hours i battled a sinus infection with home remedies for two weeks finally gave up and went to the doc he said to try this levaquin as it may help specifically with the sinus infection i took the first dosage felt ill in ten minutes and stayed quite nauseous for two hours i did eat cottage cheese with it next dose i tried eating some biscuit but that didn t help either tried it with protein meat third dose same results gave up and went back to doctor got a zpak,none sinus condition remained short trial levaquin resort regular pak horrible nausea started almost immediately taking pill would continue couple hour battled sinus infection home remedy two week finally gave went doc said try levaquin may help specifically sinus infection took first dosage felt ill ten minute stayed quite nauseous two hour eat cottage cheese next dose tried eating biscuit help either tried protein meat third dose result gave went back doctor got zpak,none sinus condition remained short trial levaquin resort regular pak horrible nausea started almost immediately taking pill would continue couple hour battled sinus infection home remedy two week finally gave went doc said try levaquin may help specifically sinus infection took first dosage felt ill ten minute stayed quite nauseous two hour eat cottage cheese next dose tried eating biscuit help either tried protein meat third dose result gave went back doctor got zpak,126,74,691
303,aczone,8,Considerably Effective,Mild Side Effects,acne,improve cystic acne on chin -- I still get a few bumps but not as many or as violent as before the treatment.,perhaps a little dryness but I cannot say that this was a problem at all.,I have tried many prescription and nonprescription medications for adult acne.  This one worked as well as any of them with less irritation.  While I was using the medication to treat cystic acne I also saw a significant improvement is white heads and black heads.  White heads on my forehead virtually disappeared.,train,improve cystic acne on chin -- I still get a few bumps but not as many or as violent as before the treatment. perhaps a little dryness but I cannot say that this was a problem at all. I have tried many prescription and nonprescription medications for adult acne. This one worked as well as any of them with less irritation. While I was using the medication to treat cystic acne I also saw a significant improvement is white heads and black heads. White heads on my forehead virtually disappeared.,positive,improve cystic acne on chin i still get a few bumps but not as many or as violent as before the treatment perhaps a little dryness but i cannot say that this was a problem at all i have tried many prescription and nonprescription medications for adult acne this one worked as well as any of them with less irritation while i was using the medication to treat cystic acne i also saw a significant improvement is white heads and black heads white heads on my forehead virtually disappeared,improve cystic acne chin still get bump not many violent treatment perhaps little dryness cannot say problem tried many prescription nonprescription medication adult acne one worked well less irritation using medication treat cystic acne also saw significant improvement white head black head white head forehead virtually disappeared,improve cystic acne chin still get bump not many violent treatment perhaps little dryness cannot say problem tried many prescription nonprescription medication adult acne one worked well less irritation using medication treat cystic acne also saw significant improvement white head black head white head forehead virtually disappeared,90,47,496
3974,norvasc,1,Highly Effective,Extremely Severe Side Effects,high blood pressure,"Lowered his blood pressure with one pill to the point of passing out, and having severe cramping.","One does dropped his blood pressure so low that it was necessary to have him hospitalized for kidney malfunction. It caused severe cramping of the intestines due to lack of blood flow. At admittance to the ER, he was put on IV to increase the blood preassure. The doctors did not believe that the Norvasc could have a severe effect because the Lisinopril, which ordinarily is the medication that causes severe reactions, did not effect his blood pressure. The one Norvasc pill caused his blood pressure to go from 185/109 to 64/43. It is important for all doctors to realize that while drug testing can give you the general reaction of most people; it is imperative to be conscious that some patients will react in a completely unexpected way. This is a situation where the man's experience with opposite reactions to caffeine, and other ""uppers"" to the norm would have given some indication that his reactions to medications can be contra-indicated.","Post emergency, the doctors felt that the reaction had to be caused by something else other than the Norvasc. They tested for urethral artery narrowing, kidney malfunction, etc. with all tests coming out normal. It was finally determined that the patients reaction to this medication was unusual, and the medication should not be repeated.",train,"Lowered his blood pressure with one pill to the point of passing out, and having severe cramping. One does dropped his blood pressure so low that it was necessary to have him hospitalized for kidney malfunction. It caused severe cramping of the intestines due to lack of blood flow. At admittance to the ER, he was put on IV to increase the blood preassure. The doctors did not believe that the Norvasc could have a severe effect because the Lisinopril, which ordinarily is the medication that causes severe reactions, did not effect his blood pressure. The one Norvasc pill caused his blood pressure to go from 185/109 to 64/43. It is important for all doctors to realize that while drug testing can give you the general reaction of most people; it is imperative to be conscious that some patients will react in a completely unexpected way. This is a situation where the man's experience with opposite reactions to caffeine, and other ""uppers"" to the norm would have given some indication that his reactions to medications can be contra-indicated. Post emergency, the doctors felt that the reaction had to be caused by something else other than the Norvasc. They tested for urethral artery narrowing, kidney malfunction, etc. with all tests coming out normal. It was finally determined that the patients reaction to this medication was unusual, and the medication should not be repeated.",negative,lowered his blood pressure with one pill to the point of passing out and having severe cramping one does dropped his blood pressure so low that it was necessary to have him hospitalized for kidney malfunction it caused severe cramping of the intestines due to lack of blood flow at admittance to the er he was put on iv to increase the blood preassure the doctors did not believe that the norvasc could have a severe effect because the lisinopril which ordinarily is the medication that causes severe reactions did not effect his blood pressure the one norvasc pill caused his blood pressure to go from to it is important for all doctors to realize that while drug testing can give you the general reaction of most people it is imperative to be conscious that some patients will react in a completely unexpected way this is a situation where the man s experience with opposite reactions to caffeine and other uppers to the norm would have given some indication that his reactions to medications can be contra indicated post emergency the doctors felt that the reaction had to be caused by something else other than the norvasc they tested for urethral artery narrowing kidney malfunction etc with all tests coming out normal it was finally determined that the patients reaction to this medication was unusual and the medication should not be repeated,lowered blood pressure one pill point passing severe cramping one dropped blood pressure low necessary hospitalized kidney malfunction caused severe cramping intestine due lack blood flow admittance put increase blood preassure doctor not believe norvasc could severe effect lisinopril ordinarily medication cause severe reaction not effect blood pressure one norvasc pill caused blood pressure important doctor realize drug testing give general reaction people imperative conscious patient react completely unexpected way situation man experience opposite reaction caffeine upper norm would given indication reaction medication contra indicated post emergency doctor felt reaction caused something else norvasc tested urethral artery narrowing kidney malfunction etc test coming normal finally determined patient reaction medication unusual medication not repeated,lowered blood pressure one pill point passing severe cramping one dropped blood pressure low necessary hospitalized kidney malfunction caused severe cramping intestine due lack blood flow admittance put increase blood preassure doctor not believe norvasc could severe effect lisinopril ordinarily medication cause severe reaction not effect blood pressure one norvasc pill caused blood pressure important doctor realize drug testing give general reaction people imperative conscious patient react completely unexpected way situation man experience opposite reaction caffeine upper norm would given indication reaction medication contra indicated post emergency doctor felt reaction caused something else norvasc tested urethral artery narrowing kidney malfunction etc test coming normal finally determined patient reaction medication unusual medication not repeated,232,113,1388
1144,grifulvin-v,5,Ineffective,No Side Effects,tinea barbae,None YET,,"I was diagnosed with a fungal infection of the beard (or Tinea Barbae). It is a form of follicular infection caused by a fungus of the hair follicle. My derm cultured some of the dead skin cells and in the mean time while the results are pending, put me on Griseofulvin because my symptomns were positive for fungal (a bacterial culture was also administered and was ruled negative). This is a similar treatment for cases of Ringworm of the skin or scalp. Griseofulvin has poor absorption unless taken with a fatty meal. I take (1) 500 mg tablet a day for 4 weeks until I have my next check up. I just completed week 2 and have seen NO signs of improvement.",train,"None YET I was diagnosed with a fungal infection of the beard (or Tinea Barbae). It is a form of follicular infection caused by a fungus of the hair follicle. My derm cultured some of the dead skin cells and in the mean time while the results are pending, put me on Griseofulvin because my symptomns were positive for fungal (a bacterial culture was also administered and was ruled negative). This is a similar treatment for cases of Ringworm of the skin or scalp. Griseofulvin has poor absorption unless taken with a fatty meal. I take (1) 500 mg tablet a day for 4 weeks until I have my next check up. I just completed week 2 and have seen NO signs of improvement.",neutral,none yet i was diagnosed with a fungal infection of the beard or tinea barbae it is a form of follicular infection caused by a fungus of the hair follicle my derm cultured some of the dead skin cells and in the mean time while the results are pending put me on griseofulvin because my symptomns were positive for fungal a bacterial culture was also administered and was ruled negative this is a similar treatment for cases of ringworm of the skin or scalp griseofulvin has poor absorption unless taken with a fatty meal i take mg tablet a day for weeks until i have my next check up i just completed week and have seen no signs of improvement,none yet diagnosed fungal infection beard tinea barbae form follicular infection caused fungus hair follicle derm cultured dead skin cell mean time result pending put griseofulvin symptomns positive fungal bacterial culture also administered ruled negative similar treatment case ringworm skin scalp griseofulvin poor absorption unless taken fatty meal take tablet day week next check completed week seen sign improvement,none yet diagnosed fungal infection beard tinea barbae form follicular infection caused fungus hair follicle derm cultured dead skin cell mean time result pending put griseofulvin symptomns positive fungal bacterial culture also administered ruled negative similar treatment case ringworm skin scalp griseofulvin poor absorption unless taken fatty meal take tablet day week next check completed week seen sign improvement,124,59,666
680,accutane,2,Ineffective,Mild Side Effects,acne/oily skin,Skin cleared up immediately - the first time.,Dry lips.,I took this drug twice - both times for 3 months at 30mg a day.  The first time I took it my skin cleared up in 3 days.  Not only did my acne disappear but my excessively oily skin turned normal in 3 days as well.  Things were great for the time that I was on the medication but about 1 month after finishing it my skin returned to its old self - moderate/severe acne and extremely oily.  I took the second course of this medicine about 1 year later.  The second time was the same dose and time - 30mg per day for 3 months.  It had absolutely no effect on my acne or oily skin the second time around.  I am still battling this problem 10 years later.,train,Skin cleared up immediately - the first time. Dry lips. I took this drug twice - both times for 3 months at 30mg a day. The first time I took it my skin cleared up in 3 days. Not only did my acne disappear but my excessively oily skin turned normal in 3 days as well. Things were great for the time that I was on the medication but about 1 month after finishing it my skin returned to its old self - moderate/severe acne and extremely oily. I took the second course of this medicine about 1 year later. The second time was the same dose and time - 30mg per day for 3 months. It had absolutely no effect on my acne or oily skin the second time around. I am still battling this problem 10 years later.,negative,skin cleared up immediately the first time dry lips i took this drug twice both times for months at mg a day the first time i took it my skin cleared up in days not only did my acne disappear but my excessively oily skin turned normal in days as well things were great for the time that i was on the medication but about month after finishing it my skin returned to its old self moderate severe acne and extremely oily i took the second course of this medicine about year later the second time was the same dose and time mg per day for months it had absolutely no effect on my acne or oily skin the second time around i am still battling this problem years later,skin cleared immediately first time dry lip took drug twice time month day first time took skin cleared day not acne disappear excessively oily skin turned normal day well thing great time medication month finishing skin returned old self moderate severe acne extremely oily took second course medicine year later second time dose time per day month absolutely effect acne oily skin second time around still battling problem year later,skin cleared immediately first time dry lip took drug twice time month day first time took skin cleared day not acne disappear excessively oily skin turned normal day well thing great time medication month finishing skin returned old self moderate severe acne extremely oily took second course medicine year later second time dose time per day month absolutely effect acne oily skin second time around still battling problem year later,140,70,699
1561,compazine,1,Marginally Effective,Extremely Severe Side Effects,morning sickness/nausea,,Psuedo Parkinsons/tardive dyskinesia extreme mucle spasms. It was the most terrifying experience I've ever hard. I was literally launching off the bed and nearly unable to talk. I was 3 months pregnant at the time.,It was given to me in the hospital in the form of an injection and they had to administer benadryl to counteract,train,Psuedo Parkinsons/tardive dyskinesia extreme mucle spasms. It was the most terrifying experience I've ever hard. I was literally launching off the bed and nearly unable to talk. I was 3 months pregnant at the time. It was given to me in the hospital in the form of an injection and they had to administer benadryl to counteract,negative,psuedo parkinsons tardive dyskinesia extreme mucle spasms it was the most terrifying experience i ve ever hard i was literally launching off the bed and nearly unable to talk i was months pregnant at the time it was given to me in the hospital in the form of an injection and they had to administer benadryl to counteract,psuedo parkinson tardive dyskinesia extreme mucle spasm terrifying experience ever hard literally launching bed nearly unable talk month pregnant time given hospital form injection administer benadryl counteract,psuedo parkinson tardive dyskinesia extreme mucle spasm terrifying experience ever hard literally launching bed nearly unable talk month pregnant time given hospital form injection administer benadryl counteract,57,27,327
3910,nexium,10,Highly Effective,Mild Side Effects,acid reflux,the treatments benifits are to reduce acid reflux and stop acid from forming in the stomach.,"Some side effects were mild headache, and some times a stomach ache.","The treatment details were I was diagnosed with acid reflux and esphogitis, this medication is given to heal the esophagus and stop acid reflux.",train,"the treatments benifits are to reduce acid reflux and stop acid from forming in the stomach. Some side effects were mild headache, and some times a stomach ache. The treatment details were I was diagnosed with acid reflux and esphogitis, this medication is given to heal the esophagus and stop acid reflux.",positive,the treatments benifits are to reduce acid reflux and stop acid from forming in the stomach some side effects were mild headache and some times a stomach ache the treatment details were i was diagnosed with acid reflux and esphogitis this medication is given to heal the esophagus and stop acid reflux,treatment benifits reduce acid reflux stop acid forming stomach side effect mild headache time stomach ache treatment detail diagnosed acid reflux esphogitis medication given heal esophagus stop acid reflux,treatment benifits reduce acid reflux stop acid forming stomach side effect mild headache time stomach ache treatment detail diagnosed acid reflux esphogitis medication given heal esophagus stop acid reflux,52,29,306
2205,advair-diskus,10,Highly Effective,Mild Side Effects,asthma,I am able to breath more easily. Taking the medication keeps my airways open and keeps me alive.,More easy bruising than when not on the medication. This isn't a big deal.,"The medication comes in a plastic disk, which contains 60 measured doses in a blister pack. This lasts 30 days. Each morning and evening the plastic disk is opened and the next dose is opened. One must exhale and then place the disc with the mouth covering the opening and evenly and steadily inhale. Close the disc. I hold me breathe for about 30 seconds and then exhale. Then you need to rinse your mouth so that the medication does not cause oral thrush.",train,"I am able to breath more easily. Taking the medication keeps my airways open and keeps me alive. More easy bruising than when not on the medication. This isn't a big deal. The medication comes in a plastic disk, which contains 60 measured doses in a blister pack. This lasts 30 days. Each morning and evening the plastic disk is opened and the next dose is opened. One must exhale and then place the disc with the mouth covering the opening and evenly and steadily inhale. Close the disc. I hold me breathe for about 30 seconds and then exhale. Then you need to rinse your mouth so that the medication does not cause oral thrush.",positive,i am able to breath more easily taking the medication keeps my airways open and keeps me alive more easy bruising than when not on the medication this isn t a big deal the medication comes in a plastic disk which contains measured doses in a blister pack this lasts days each morning and evening the plastic disk is opened and the next dose is opened one must exhale and then place the disc with the mouth covering the opening and evenly and steadily inhale close the disc i hold me breathe for about seconds and then exhale then you need to rinse your mouth so that the medication does not cause oral thrush,able breath easily taking medication keep airway open keep alive easy bruising not medication big deal medication come plastic disk contains measured dos blister pack last day morning evening plastic disk opened next dose opened one must exhale place disc mouth covering opening evenly steadily inhale close disc hold breathe second exhale need rinse mouth medication not cause oral thrush,able breath easily taking medication keep airway open keep alive easy bruising not medication big deal medication come plastic disk contains measured dos blister pack last day morning evening plastic disk opened next dose opened one must exhale place disc mouth covering opening evenly steadily inhale close disc hold breathe second exhale need rinse mouth medication not cause oral thrush,116,60,629
144,valtrex,8,Considerably Effective,Mild Side Effects,cold sores,Mega-dosage of Valtrex upon the first symptoms and signs of a cold sore typically effectively reduced and or eliminated the actual appearance and break out of cold sores.,Very few side effects were experienced.  Slight upset stomach and loose stools were occasionally experienced.,Prescribed Valtrex for regular outbreak of cold sores. Was told to take extra dosage upon first signs of outbreak.,train,Mega-dosage of Valtrex upon the first symptoms and signs of a cold sore typically effectively reduced and or eliminated the actual appearance and break out of cold sores. Very few side effects were experienced. Slight upset stomach and loose stools were occasionally experienced. Prescribed Valtrex for regular outbreak of cold sores. Was told to take extra dosage upon first signs of outbreak.,positive,mega dosage of valtrex upon the first symptoms and signs of a cold sore typically effectively reduced and or eliminated the actual appearance and break out of cold sores very few side effects were experienced slight upset stomach and loose stools were occasionally experienced prescribed valtrex for regular outbreak of cold sores was told to take extra dosage upon first signs of outbreak,mega dosage valtrex upon first symptom sign cold sore typically effectively reduced eliminated actual appearance break cold sore side effect experienced slight upset stomach loose stool occasionally experienced prescribed valtrex regular outbreak cold sore told take extra dosage upon first sign outbreak,mega dosage valtrex upon first symptom sign cold sore typically effectively reduced eliminated actual appearance break cold sore side effect experienced slight upset stomach loose stool occasionally experienced prescribed valtrex regular outbreak cold sore told take extra dosage upon first sign outbreak,62,42,394
1934,zithromax,10,Highly Effective,No Side Effects,sinus infection,Zithromax quickly improved my bacterial sinus infection and allowed me to keep my travel plans for day 2 of treatment.  It worked amazingly fast in alleviating my symptoms.,I did not notice any side effects of this medication.,"I took 2 pills on the 1st day, then 1 pill each day for the following 3 days.",train,"Zithromax quickly improved my bacterial sinus infection and allowed me to keep my travel plans for day 2 of treatment. It worked amazingly fast in alleviating my symptoms. I did not notice any side effects of this medication. I took 2 pills on the 1st day, then 1 pill each day for the following 3 days.",positive,zithromax quickly improved my bacterial sinus infection and allowed me to keep my travel plans for day of treatment it worked amazingly fast in alleviating my symptoms i did not notice any side effects of this medication i took pills on the st day then pill each day for the following days,zithromax quickly improved bacterial sinus infection allowed keep travel plan day treatment worked amazingly fast alleviating symptom not notice side effect medication took pill day pill day following day,zithromax quickly improved bacterial sinus infection allowed keep travel plan day treatment worked amazingly fast alleviating symptom not notice side effect medication took pill day pill day following day,56,29,303
3032,seroquel,9,Highly Effective,Moderate Side Effects,"insomnia, bipolar","Calmed Anxiety - Was having 4-6 anxiety attacks daily. Helped to stabilize my mood.
Slept at least 7 hours - Initially was started on sleeping pills. Would wake up around 5 times a night. With the Seroquel I only wake up a couple times a night.","First day I took off from work. Felt as if I was trapped in someone elses body. Driving wasnt a good decision either. Left me drowsy for the first week.
**Now its a God send. I dont feel any side effects!!",Start at 50mg for two nights. Then increased to 100mg. Two weeks later increased to 200mg.,train,Calmed Anxiety - Was having 4-6 anxiety attacks daily. Helped to stabilize my mood. Slept at least 7 hours - Initially was started on sleeping pills. Would wake up around 5 times a night. With the Seroquel I only wake up a couple times a night. First day I took off from work. Felt as if I was trapped in someone elses body. Driving wasnt a good decision either. Left me drowsy for the first week. **Now its a God send. I dont feel any side effects!! Start at 50mg for two nights. Then increased to 100mg. Two weeks later increased to 200mg.,positive,calmed anxiety was having anxiety attacks daily helped to stabilize my mood slept at least hours initially was started on sleeping pills would wake up around times a night with the seroquel i only wake up a couple times a night first day i took off from work felt as if i was trapped in someone elses body driving wasnt a good decision either left me drowsy for the first week now its a god send i dont feel any side effects start at mg for two nights then increased to mg two weeks later increased to mg,calmed anxiety anxiety attack daily helped stabilize mood slept least hour initially started sleeping pill would wake around time night seroquel wake couple time night first day took work felt trapped someone elses body driving wasnt good decision either left drowsy first week god send dont feel side effect start two night increased two week later increased,calmed anxiety anxiety attack daily helped stabilize mood slept least hour initially started sleeping pill would wake around time night seroquel wake couple time night first day took work felt trapped someone elses body driving wasnt good decision either left drowsy first week god send dont feel side effect start two night increased two week later increased,103,57,541
